co_posicao;sg_area;co_item;tx_gabarito;co_habilidade;in_item_aban;tx_motivo_aban;nu_param_a;nu_param_b;nu_param_c;tx_cor;co_prova;id;ano;cor;meio_aplicacao;num_questao;area;texto_questao;texto_base;alternativa_a;alternativa_b;alternativa_c;alternativa_d;alternativa_e;tp_lingua;in_item_adaptado;tp_versao_digital
57;CN;7508;A;18.0;0;;2.7226;2.0489;0.0946;AZUL;171;57_CN_AZUL;2013.0;AZUL;PAPEL;57.0;CN;" Para realizar um experimento com uma garrafa PET cheia d´água, perfurou-se a lateral da garrafa em três posições a diferentes alturas. Com a garrafa tampada, a água não vazou por nenhum dos orifícios, e, com a garrafa destampada, observou-se o escoamento da água conforme ilustrado na figura.Como a pressão atmosférica interfere no escoamento da água, nas situações com a garrafa tampada e destampada, respectivamente?A Impede a saída de água, por ser maior que a pressão interna; não muda a velocidade de escoamento, que só depende da pressão da coluna de água.B Impede a saída de água, por ser maior que a pressão interna; altera a velocidade de escoamento, que é proporcional à pressão atmosférica na altura do furo.C Impede a entrada de ar, por ser menor que a pressão interna; altera a velocidade de escoamento, que é proporcional à pressão atmosférica na altura do furo.D Impede a saída de água, por ser maior que a pressão interna; regula a velocidade de escoamento, que só depende da pressão atmosférica.E Impede a entrada de ar, por ser menor que a pressão interna; não muda a velocidade de escoamento, que só depende da pressão da coluna de água.";;;"Impede a saída de água, por ser maior que a pressão interna; altera a velocidade de escoamento, que é proporcional à pressão atmosférica na altura do furo.";"Impede a entrada de ar, por ser menor que a pressão interna; altera a velocidade de escoamento, que é proporcional à pressão atmosférica na altura do furo.";"Impede a saída de água, por ser maior que a pressão interna; regula a velocidade de escoamento, que só depende da pressão atmosférica.";"Impede a entrada de ar, por ser menor que a pressão interna; não muda a velocidade de escoamento, que só depende da pressão da coluna de água.";;0.0;
46;CN;7867;A;14.0;0;;1.2492;3.0754;0.2741;AMARELO;172;46_CN_AMARELO;2013.0;AMARELO;PAPEL;46.0;CN; A pílula anticoncepcional é um dos métodos contraceptivos de maior segurança, sendo constituída basicamente de dois hormônios sintéticos semelhantes aos hormônios produzidos pelo organismo feminino, o estrogênio (E) e a progesterona (P). Em um experimento médico, foi analisado o sangue de uma mulher que ingeriu ininterruptamente um comprimido desse medicamento por dia durante seis meses.Qual gráfico representa a concentração sanguínea desses hormônios durante o período do experimento?A EPTempoConcentração sanguíneaBEPTempoConcentração sanguíneaCEPTempoConcentração sanguíneaDEPTempoConcentração sanguíneaEEPTempoConcentração sanguínea; A pílula anticoncepcional é um dos métodos contraceptivos de maior segurança, sendo constituída basicamente de dois hormônios sintéticos semelhantes aos hormônios produzidos pelo organismo feminino, o estrogênio (E) e a progesterona (P). Em um experimento médico, foi analisado o sangue de uma mulher que ingeriu ininterruptamente um comprimido desse medicamento por dia durante seis meses.Qual gráfico representa a concentração sanguínea desses hormônios durante o período do experimento?;;;;;;;0.0;
117;LC;8031;D;13.0;0;;1.4835;1.5567;0.1424;AMARELO;175;117_LC_AMARELO;2013.0;AMARELO;PAPEL;117.0;LC; Mesmo tendo a trajetória do movimento interrompida com a prisão de seus dois líderes, o tropicalismo não deixou de cumprir seu papel de vanguarda na música popular brasileira. A partir da década de 70 do século passado, em lugar do produto musical de exportação de nível internacional prometido pelos baianos com a “retomada da linha evolutória”, instituiu-se nos meios de comunicação e na indústria do lazer uma nova era musical.TINHORÃO, J. R. Pequena história da música popular : da modinha ao tropicalismo. São Paulo: Art, 1986 (adaptado).A nova era musical mencionada no texto evidencia um gênero que incorporou a cultura de massa e se adequou à realidade brasileira. Esse gênero está representado pela obra cujo trecho da letra é:A A estrela d'alva  No céu desponta  E a lua anda tonta  Com tamanho esplendor. (As pastorinhas, Noel Rosa e João de Barro)B Hoje  Eu quero a rosa mais linda que houver  Quero a primeira estrela que vier  Para enfeitar a noite do meu bem. (A noite do meu bem , Dolores Duran)C No rancho fundo  Bem pra lá do fim do mundo  Onde a dor e a saudade  Contam coisas da cidade. (No rancho fundo,  Ary Barroso e Lamartine Babo)D Baby Baby  Não adianta chamar  Quando alguém está perdido  Procurando se encontrar. (Ovelha negra , Rita Lee)E Pois há menos peixinhos a nadar no mar  Do que os beijinhos que eu darei  Na sua boca. (Chega de saudade,  Tom Jobim e Vinicius de Moraes); Mesmo tendo a trajetória do movimento interrompida com a prisão de seus dois líderes, o tropicalismo não deixou de cumprir seu papel de vanguarda na música popular brasileira. A partir da década de 70 do século passado, em lugar do produto musical de exportação de nível internacional prometido pelos baianos com a “retomada da linha evolutória”, instituiu-se nos meios de comunicação e na indústria do lazer uma nova era musical. TINHORÃO, J. R. Pequena história da música popular : da modinha ao tropicalismo. São Paulo: Art, 1986 (adaptado).;nova era musical mencionada no texto evidencia um gênero que incorporou a cultura de massa e se adequou à realidade brasileira. Esse gênero está representado pela obra cujo trecho da letra é:A A estrela d'alva  No céu desponta  E a lua anda tonta  Com tamanho esplendor. (As pastorinhas, Noel Rosa e João de Barro);Hoje  Eu quero a rosa mais linda que houver  Quero a primeira estrela que vier  Para enfeitar a noite do meu bem. (A noite do meu bem , Dolores Duran);No rancho fundo  Bem pra lá do fim do mundo  Onde a dor e a saudade  Contam coisas da cidade. (No rancho fundo,  Ary Barroso e Lamartine Babo);Baby Baby  Não adianta chamar  Quando alguém está perdido  Procurando se encontrar. (Ovelha negra , Rita Lee);Pois há menos peixinhos a nadar no mar  Do que os beijinhos que eu darei  Na sua boca. (Chega de saudade,  Tom Jobim e Vinicius de Moraes);;0.0;
116;LC;8144;C;22.0;0;;1.8204;0.7506;0.0741;ROSA;178;116_LC_ROSA;2013.0;ROSA;PAPEL;116.0;LC; DúvidaDois compadres viajavam de carro por uma estrada de fazenda quando um bicho cruzou a frente do carro. Um dos compadres falou:— Passou um largato ali!O outro perguntou:— Lagarto ou largato?O primeiro respondeu:— Num sei não, o bicho passou muito rápido.Piadas coloridas. Rio de Janeiro: Gênero, 2006.Na piada, a quebra de expectativa contribui para produzir o efeito de humor. Esse efeito ocorre porque um dos personagens A reconhece a espécie do animal avistado. B tem dúvida sobre a pronúncia do nome do réptil.C desconsidera o conteúdo linguístico da pergunta. D constata o fato de um bicho cruzar a frente do carro.E apresenta duas possibilidades de sentido para a mesma palavra. 2013 - ;;;tem dúvida sobre a pronúncia do nome do réptil.;desconsidera o conteúdo linguístico da pergunta. ;constata o fato de um bicho cruzar a frente do carro.;apresenta duas possibilidades de sentido para a mesma palavra. 2013 -;;0.0;
81;CN;8190;E;5.0;0;;3.9939;1.9937;0.0522;AMARELO;172;81_CN_AMARELO;2013.0;AMARELO;PAPEL;81.0;CN; O chuveiro elétrico é um dispositivo capaz de transformar energia elétrica em energia térmica, o que possibilita a elevação da temperatura da água. Um chuveiro projetado para funcionar em 110 V pode ser adaptado para funcionar em 220 V, de modo a manter inalterada sua potência.Uma das maneiras de fazer essa adaptação é trocar a resistência do chuveiro por outra, de mesmo material e com o(a)A dobro do comprimento do fio.B metade do comprimento do fio.C metade da área da seção reta do fio.D quádruplo da área da seção reta do fio.E quarta parte da área da seção reta do fio.;;;metade do comprimento do fio.;metade da área da seção reta do fio.;quádruplo da área da seção reta do fio.;quarta parte da área da seção reta do fio.;;0.0;
176;MT;8412;A;30.0;0;;1.79469;2.14272;0.11122;AMARELO;179;176_MT_AMARELO;2013.0;AMARELO;PAPEL;176.0;MT;" Considere o seguinte jogo de apostas:Numa cartela com 60 números disponíveis, um apostador escolhe de 6 a 10 números. Dentre os números disponíveis, serão sorteados apenas 6. O apostador será premiado caso os 6 números sorteados estejam entre os números escolhidos por ele numa mesma cartela.O quadro apresenta o preço de cada cartela, de acordo com a quantidade de números escolhidos.Quantidade de números escolhidos em uma cartelaPreço da cartela (R$)6 2,007 12,008 40,009 125,0010 250,00Cinco apostadores, cada um com R$ 500,00 para apostar, fizeram as seguintes opções:Arthur: 250 cartelas com 6 números escolhidos;Bruno: 41 cartelas com 7 números escolhidos e 4 cartelas com 6 números escolhidos;Caio: 12 cartelas com 8 números escolhidos e 10 cartelas com 6 nú meros escolhidos;Douglas: 4 cartelas com 9 números escolhidos;Eduardo: 2 cartelas com 10 números escolhidos.Os dois apostadores com maiores probabilidades de serem premiados sãoA Caio e Eduardo.B Arthur e Eduardo.C Bruno e Caio.D Arthur e Bruno.E Douglas e Eduardo. 2013 - ";;;Arthur e Eduardo.;Bruno e Caio.;Arthur e Bruno.;Douglas e Eduardo. 2013 -;;0.0;
20;CH;8604;C;24.0;0;;1.787;2.08;0.145;AZUL;167;20_CH_AZUL;2013.0;AZUL;PAPEL;20.0;CH; PSD - PTB - UDNPSP - PDC - RPTN - PST - PSBPRP -  PR -  PL  -   PR TFinadosFORTUNA. Correio da Manhã, ano 65, n. 22 264, 2 nov. 1965.A imagem foi publicada no jornal Correio da Manhã , no dia de Finados de 1965. Sua relação com os direitos políticos existentes no período revela aA extinção dos partidos nanicos.B retomada dos partidos estaduais.C adoção do bipartidarismo regulado.D superação do fisiologismo tradicional.E valorização da representação  parlamentar.; PSD - PTB - UDN PSP - PDC - R PTN - PST - PSB PRP - PR - PL - PR T Finados FORTUNA. Correio da Manhã, ano 65, n. 22 264, 2 nov. 1965.;imagem foi publicada no jornal Correio da Manhã , no dia de Finados de 1965. Sua relação com os direitos políticos existentes no período revela aA extinção dos partidos nanicos.;retomada dos partidos estaduais.;adoção do bipartidarismo regulado.;superação do fisiologismo tradicional.;valorização da representação  parlamentar.;;0.0;
50;CN;8822;C;8.0;0;;1.751;2.0899;0.0932;ROSA;174;50_CN_ROSA;2013.0;ROSA;PAPEL;50.0;CN; Eu também podia decompor a água, se fosse salgada ou acidulada, usando a pilha de Daniell como fonte de força. Lembro o prazer extraordinário que sentia ao decompor um pouco de água em uma taça para ovos quentes, vendo-a separar-se em seus elementos, o oxigênio em um eletrodo, o hidrogênio no outro. A eletricidade de uma pilha de 1 volt parecia tão fraca, e no entanto podia ser suficiente para desfazer um composto químico, a água...SACKS, O. Tio Tungstênio : memórias de uma infância química. São Paulo: Cia. das Letras, 2002.O fragmento do romance de Oliver Sacks relata a separação dos elementos que compõem a água. O princípio do método apresentado é utilizado industrialmente naA obtenção de ouro a partir de pepitas.B obtenção de calcário a partir de rochas.C obtenção de alumínio a partir da bauxita.D obtenção de ferro a partir de seus óxidos.E obtenção de amônia a partir de hidrogênio e nitrogênio.;;;obtenção de calcário a partir de rochas.;obtenção de alumínio a partir da bauxita.;obtenção de ferro a partir de seus óxidos.;obtenção de amônia a partir de hidrogênio e nitrogênio.;;0.0;
44;CH;9164;A;1.0;0;;1.116;1.781;0.173;AMARELO;168;44_CH_AMARELO;2013.0;AMARELO;PAPEL;44.0;CH;" Até hoje admitia-se que nosso conhecimento se devia regular pelos objetos; porém, todas as tentativas para descobrir, mediante conceitos, algo que ampliasse nosso conhecimento, malogravam-se com esse pressuposto. Tentemos, pois, uma vez, experimentar se não se resolverão melhor as tarefas da metafísica, admitindo que os objetos se deveriam regular pelo nosso conhecimento.KANT, I. Crítica da razão pura. Lisboa: Calouste-Gulbenkian, 1994 (adaptado).O trecho em questão é uma referência ao que ficou conhecido como revolução copernicana na filosofia. Nele, confrontam-se duas posições filosóficas queA assumem pontos de vista opostos acerca da natureza do conhecimento.B defendem que o conhecimento é impossível, restando-nos somente o ceticismo.C revelam a relação de interdependência entre os dados da experiência e a reflexão filosófica.D apostam, no que diz respeito às tarefas da filosofia, na primazia das ideias em relação aos objetos.E refutam-se mutuamente quanto à natureza do nosso conhecimento e são ambas recusadas por Kant.";;;defendem que o conhecimento é impossível, restando-nos somente o ceticismo.;revelam a relação de interdependência entre os dados da experiência e a reflexão filosófica.;apostam, no que diz respeito às tarefas da filosofia, na primazia das ideias em relação aos objetos.;refutam-se mutuamente quanto à natureza do nosso conhecimento e são ambas recusadas por Kant.;;0.0;
153;MT;9711;D;19.0;0;;3.329;1.6;0.087;AZUL;181;153_MT_AZUL;2013.0;AZUL;PAPEL;153.0;MT; Muitos processos fisiológicos e bioquímicos, tais como batimentos cardíacos e taxa de respiração, apresentam escalas construídas a partir da relação entre superfície e massa (ou volume) do animal. Uma dessas escalas, por exemplo, considera que “o cubo da área S da superfície de um mamífero é proporcional ao quadrado de sua massa M”.HUGHES-HALLETT, D. et al. Cálculo e aplicações. São Paulo: Edgard Blücher, 1999 (adaptado).Isso é equivalente a dizer que, para uma constante k > 0, a área S pode ser escrita em função de M por meio da expressão:A S = k • MBS = k • M13CS = k1• M13 3DS = k1• M23 3ES = k1• M23; Muitos processos fisiológicos e bioquímicos, tais como batimentos cardíacos e taxa de respiração, apresentam escalas construídas a partir da relação entre superfície e massa (ou volume) do animal. Uma dessas escalas, por exemplo, considera que “o cubo da área S da superfície de um mamífero é proporcional ao quadrado de sua massa M”. HUGHES-HALLETT, D. et al. Cálculo e aplicações. São Paulo: Edgard Blücher, 1999 (adaptado). Isso é equivalente a dizer que, para uma constante k > 0, a área S pode ser escrita em função de M por meio da expressão:;;;;;;;0.0;
